iso3,region,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
NLD,EUR,,,2512.0,1812.0,133.0,56.0,178.0,77.0,95.0,480.0,82.0,24.0,90.0,227.0,1519.0,124.0,16.0,59.0,472.0,468.0,302.0,184.0,57.0,21.0,9.0,2368.0,1019.0,,3.0,4.0,11.0,4.0,1.0,10.0,109.0,15.0,15.0,51.0,10.0,2632.0,140.0,7.0,6.0,16.0,24.0,84.0,2.0,0.0,6.0
NOR,EUR,15570.0,3636.0,3204.0,13407.0,15942.0,2724.0,1322.0,4586.0,10974.0,6181.0,1775.0,1312.0,1219.0,563.0,133.0,13.0,95.0,17.0,73.0,7.0,6.0,18.0,23.0,11.0,,,0.0,4.0,5.0,8.0,7.0,0.0,0.0,,4.0,2.0,3.0,39.0,4.0,8.0,3.0,14.0,0.0,1.0,12.0,18.0,4.0,0.0,1.0
NPL,SEAR,,,225.0,307.0,854.0,1025.0,561.0,254.0,1268.0,1117.0,2042.0,952.0,68.0,190.0,193.0,171.0,182.0,93.0,136.0,59.0,1401.0,4810.0,7213.0,12677.0,5771.0,,9397.0,10849.0,6749.0,13344.0,12074.0,5023.0,2838.0,1415.0,2089.0,189.0,190.0,2359.0,3362.0,1861.0,1279.0,1599.0,1269.0,99.0,260.0,430.0,388.0,143.0,130.0
NRU,WPR,,,,80.0,33.0,0.0,10.0,0.0,1.0,,,,1.0,0.0,,0.0,300.0,,,,,0.0,,58.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,,,,0.0,,,0.0,,,
NZL,WPR,,,0.0,0.0,,,,,,,,,,,,0.0,,9239.0,,69.0,33.0,,,2041.0,164.0,106.0,65.0,65.0,21.0,66.0,33.0,20.0,20.0,25.0,,198.0,43.0,597.0,68.0,8.0,280.0,10.0,103.0,15.0,30.0,2189.0,7.0,0.0,0.0
OMN,EMR,,16679.0,21187.0,11689.0,22221.0,16706.0,10630.0,40679.0,16645.0,9151.0,9652.0,4161.0,2001.0,3804.0,6052.0,4255.0,1262.0,220.0,1834.0,3108.0,181.0,68.0,46.0,12.0,5.0,9.0,15.0,15.0,5.0,1.0,18.0,25.0,13.0,24.0,18.0,19.0,3.0,5.0,13.0,0.0,,0.0,111.0,9.0,0.0,0.0,7.0,0.0,5.0
PAK,EMR,2353.0,6892.0,3069.0,6571.0,26163.0,26263.0,28573.0,29010.0,19890.0,21004.0,17322.0,26686.0,42304.0,45996.0,55543.0,2349.0,21785.0,617.0,2967.0,1967.0,1421.0,1720.0,1090.0,1848.0,2333.0,2940.0,2064.0,3849.0,3903.0,4740.0,4248.0,2981.0,7641.0,2801.0,1129.0,863.0,4321.0,4386.0,8046.0,8749.0,1370.0,386.0,2703.0,9175.0,33007.0,2066.0,2747.0,10399.0,8378.0
PAN,AMR,508.0,245.0,1317.0,2545.0,2346.0,4350.0,2096.0,4332.0,4014.0,595.0,358.0,4295.0,4199.0,1885.0,378.0,301.0,1891.0,2430.0,845.0,90.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PER,AMR,7687.0,6749.0,9761.0,8827.0,3386.0,13345.0,19246.0,10071.0,12708.0,7619.0,13039.0,9393.0,6099.0,6240.0,5785.0,1145.0,737.0,1014.0,22605.0,1730.0,670.0,353.0,105.0,95.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0
PHL,WPR,22999.0,28198.0,29901.0,27694.0,27842.0,29230.0,26765.0,27031.0,35989.0,43684.0,75290.0,62959.0,59375.0,81896.0,70801.0,68986.0,42938.0,29037.0,39304.0,7541.0,3006.0,3913.0,,9218.0,1984.0,2981.0,7120.0,7360.0,7003.0,10511.0,3025.0,118.0,9.0,530.0,341.0,1469.0,6368.0,6538.0,1536.0,2920.0,58848.0,619.0,716.0,2428.0,20827.0,48525.0,3832.0,206.0,589.0
PLW,WPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
PNG,WPR,4141.0,4172.0,6135.0,7121.0,8059.0,9394.0,12125.0,16519.0,12771.0,10023.0,9874.0,5680.0,19024.0,10206.0,6543.0,9799.0,4575.0,2740.0,6634.0,8212.0,6821.0,3730.0,2313.0,678.0,1148.0,6304.0,7135.0,4023.0,17620.0,3863.0,1385.0,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2299.0,38.0,0.0,7.0,19.0,1.0,4.0,0.0,2.0
POL,EUR,70857.0,146664.0,125168.0,44949.0,84073.0,30653.0,24882.0,35283.0,7620.0,11271.0,54403.0,35680.0,6806.0,1286.0,1005.0,7225.0,56471.0,2419.0,3695.0,1410.0,864.0,752.0,639.0,338.0,2255.0,99.0,77.0,133.0,34.0,48.0,11.0,13.0,120.0,40.0,,115.0,13.0,,71.0,84.0,,,123.0,63.0,359.0,1367.0,29.0,13.0,
PRK,SEAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0
PRT,EUR,,,,,,,,,,,,,,813.0,2285.0,11791.0,407.0,275.0,208.0,881.0,3230.0,192.0,112.0,129.0,96.0,50.0,45.0,,8.0,8.0,5.0,7.0,0.0,0.0,1.0,3.0,5.0,2.0,23.0,1.0,,0.0,34.0,34.0,162.0,10.0,10.0,0.0,0.0
PRY,AMR,2601.0,140.0,1331.0,1596.0,487.0,1309.0,745.0,428.0,531.0,1259.0,979.0,666.0,610.0,1742.0,755.0,386.0,1396.0,526.0,864.0,2066.0,122.0,73.0,13.0,143.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PSE,EMR,,,,,,,,,,,,,,,,,,,,,,,33.0,28.0,40.0,138.0,5.0,,,,,,,,,,1.0,,,,,,,63.0,0.0,228.0,1001.0,11.0,
QAT,EMR,215.0,126.0,242.0,376.0,319.0,402.0,392.0,1489.0,506.0,816.0,886.0,1410.0,2095.0,409.0,382.0,1083.0,314.0,563.0,68.0,86.0,31.0,0.0,38.0,439.0,116.0,,46.0,23.0,34.0,24.0,29.0,74.0,144.0,361.0,,112.0,295.0,101.0,160.0,73.0,46.0,18.0,30.0,9.0,2.0,5.0,3.0,1.0,1.0
ROU,EUR,122470.0,110703.0,113907.0,124227.0,110124.0,66371.0,10476.0,21584.0,61682.0,4723.0,2108.0,5007.0,34037.0,11833.0,1810.0,3870.0,4691.0,1773.0,6061.0,28321.0,6228.0,2188.0,906.0,23579.0,9547.0,240.0,35.0,10.0,14.0,9.0,117.0,5043.0,3196.0,353.0,12.0,8.0,193.0,4189.0,7450.0,1159.0,59.0,4.0,2435.0,9076.0,6407.0,3900.0,1004.0,2.0,17.0
RUS,EUR,,,,,,,,,,,,,,,,,18370.0,20449.0,18570.0,74463.0,28672.0,6630.0,7120.0,2874.0,6215.0,7428.0,4800.0,2072.0,580.0,3291.0,2444.0,454.0,1147.0,173.0,27.0,101.0,129.0,629.0,2123.0,2339.0,4711.0,843.0,178.0,721.0,2539.0,4491.0,1212.0,1.0,102.0
RWA,AFR,48246.0,44721.0,79278.0,73337.0,96203.0,61094.0,80402.0,79384.0,36792.0,20001.0,17269.0,16760.0,42749.0,12387.0,4364.0,5429.0,8970.0,5820.0,17429.0,9861.0,5999.0,28874.0,3988.0,787.0,,4359.0,2095.0,896.0,2738.0,1064.0,386.0,129.0,494.0,26.0,6.0,5.0,121.0,31.0,75.0,17.0,10.0,1.0,95.0,145.0,229.0,818.0,108.0,40.0,29.0
SAU,EMR,47202.0,27173.0,28472.0,24407.0,36993.0,30627.0,46115.0,35790.0,33294.0,44633.0,30457.0,18393.0,22830.0,29220.0,8225.0,3588.0,5439.0,6368.0,11299.0,3182.0,1253.0,2574.0,2407.0,3978.0,5519.0,2815.0,,155.0,311.0,1208.0,1880.0,373.0,807.0,4648.0,158.0,82.0,334.0,362.0,294.0,1164.0,154.0,219.0,125.0,459.0,1164.0,1035.0,35.0,338.0,247.0
SDN,EMR,57507.0,58028.0,24542.0,35115.0,16426.0,44015.0,50168.0,64804.0,68171.0,2806.0,2390.0,67589.0,27136.0,1635.0,7466.0,15114.0,14075.0,30014.0,17017.0,683.0,963.0,841.0,2559.0,350.0,550.0,3347.0,2875.0,4362.0,4529.0,4381.0,9562.0,1374.0,228.0,327.0,129.0,68.0,680.0,5616.0,8523.0,2813.0,676.0,3585.0,1767.0,665.0,4980.0,3555.0,401.0,,
SEN,AFR,35069.0,26567.0,46309.0,44844.0,29888.0,39188.0,29144.0,34516.0,32380.0,26481.0,,,6831.0,3453.0,1596.0,10940.0,5004.0,11427.0,15367.0,14693.0,5944.0,,8069.0,6594.0,6594.0,3668.0,5839.0,24789.0,18184.0,1519.0,31.0,0.0,3.0,11.0,6.0,999.0,428.0,18.0,46.0,17.0,32.0,58.0,162.0,11.0,12.0,267.0,212.0,187.0,508.0
SGP,WPR,2.0,7.0,0.0,255.0,,,,771.0,1965.0,677.0,2417.0,136.0,218.0,123.0,192.0,146.0,143.0,216.0,606.0,0.0,159.0,185.0,,1413.0,114.0,65.0,141.0,408.0,211.0,33.0,96.0,33.0,23.0,15.0,18.0,16.0,50.0,148.0,42.0,138.0,,,,70.0,38.0,152.0,,,
SLB,WPR,,,,2936.0,3054.0,39.0,340.0,2104.0,3331.0,923.0,238.0,2.0,0.0,434.0,593.0,13779.0,343.0,45.0,86.0,1527.0,640.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
SLE,AFR,1328.0,,474.0,534.0,151.0,4102.0,3625.0,3408.0,4102.0,4327.0,4016.0,3351.0,164.0,1000.0,207.0,625.0,830.0,284.0,914.0,2288.0,114.0,344.0,,361.0,,,3575.0,649.0,568.0,586.0,7.0,29.0,33.0,0.0,44.0,31.0,1089.0,1865.0,678.0,15.0,1006.0,607.0,920.0,1873.0,344.0,40.0,17.0,170.0,731.0
SLV,AMR,467.0,511.0,7227.0,7567.0,1621.0,10371.0,2315.0,12554.0,3664.0,2407.0,4775.0,1413.0,278.0,405.0,787.0,0.0,0.0,0.0,509.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,EUR,,,,,,,,,,,,,,,,,1.0,1.0,7.0,6.0,,,,22.0,,0.0,1.0,,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0
SOM,EMR,,,,,79.0,,,,,622.0,487.0,128.0,70.0,222.0,296.0,988.0,,,,,,,1830.0,,3075.0,5523.0,3965.0,3571.0,9559.0,8257.0,12008.0,,7.0,1149.0,1081.0,13.0,115.0,17298.0,9983.0,3173.0,10229.0,7497.0,26.0,23039.0,9126.0,283.0,2531.0,7191.0,17361.0
SRB,EUR,24340.0,31782.0,31487.0,27918.0,27667.0,18596.0,37441.0,20878.0,13826.0,12967.0,20233.0,25325.0,14148.0,8639.0,6629.0,16149.0,4978.0,991.0,2108.0,16777.0,800.0,524.0,458.0,4692.0,922.0,288.0,38.0,35.0,63.0,15.0,11.0,2.0,2.0,201.0,2.0,1.0,20.0,370.0,0.0,1.0,37.0,383.0,11.0,721.0,5076.0,22.0,,1.0,0.0
SSD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.0,1952.0,525.0,441.0,878.0,898.0,487.0,263.0,3401.0,1290.0,,3608.0
STP,AFR,476.0,,24.0,8.0,186.0,362.0,519.0,194.0,3.0,216.0,576.0,62.0,69.0,0.0,118.0,,10.0,0.0,0.0,88.0,319.0,23.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,
SUR,AMR,0.0,,143.0,,0.0,0.0,254.0,716.0,647.0,17.0,40.0,110.0,37.0,5.0,68.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVK,EUR,,,,,,,,,,,,,,,,,47.0,211.0,415.0,551.0,29.0,2.0,0.0,620.0,530.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,565.0,318.0,0.0,0.0,0.0
SVN,EUR,,,,,,,,,,,,,,,,,,32.0,10.0,7.0,134.0,398.0,8.0,9.0,13.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0,1.0,52.0,18.0,1.0,8.0,9.0,51.0,6.0,0.0,0.0
SWE,EUR,7464.0,7841.0,8774.0,10313.0,6908.0,8668.0,1786.0,3540.0,6223.0,4626.0,1003.0,326.0,173.0,,38.0,62.0,29.0,25.0,57.0,25.0,21.0,23.0,44.0,62.0,,,59.0,5.0,9.0,3.0,5.0,13.0,19.0,1.0,25.0,3.0,6.0,26.0,30.0,51.0,26.0,22.0,3.0,41.0,43.0,20.0,5.0,0.0,5.0
SWZ,AFR,,,2464.0,,,,,2592.0,9185.0,3267.0,4794.0,3253.0,2253.0,4261.0,1581.0,1461.0,1465.0,1467.0,2042.0,7148.0,610.0,171.0,2201.0,609.0,180.0,0.0,10.0,49.0,37.0,350.0,0.0,0.0,0.0,0.0,1.0,26.0,313.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,64.0
SYC,AFR,,,0.0,0.0,,2.0,3.0,4.0,347.0,267.0,19.0,10.0,4.0,2.0,0.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,626.0,2.0,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,0.0,0.0
SYR,EMR,1981.0,2057.0,1054.0,1492.0,1062.0,1664.0,1478.0,1729.0,800.0,879.0,1405.0,425.0,2154.0,292.0,58.0,729.0,535.0,359.0,374.0,2300.0,1334.0,1362.0,2060.0,6850.0,5400.0,3.0,146.0,290.0,538.0,801.0,189.0,375.0,517.0,403.0,19.0,22.0,26.0,13.0,13.0,740.0,594.0,45.0,66.0,737.0,329.0,27.0,15.0,11.0,217.0
TCD,AFR,7051.0,2243.0,15001.0,12299.0,2033.0,306.0,,36.0,1223.0,5160.0,6921.0,6430.0,3500.0,3623.0,3645.0,7449.0,7226.0,21182.0,19035.0,20894.0,9696.0,21952.0,24162.0,10446.0,12371.0,6868.0,3546.0,24908.0,7277.0,15801.0,10324.0,2.0,1594.0,441.0,63.0,165.0,194.0,8650.0,120.0,226.0,1275.0,418.0,118.0,9.0,1457.0,1882.0,2170.0,2577.0,2158.0
TGO,AFR,19020.0,24304.0,26018.0,23057.0,37445.0,18356.0,33960.0,19043.0,21925.0,19403.0,25869.0,25729.0,13119.0,10111.0,17577.0,3499.0,4548.0,9934.0,6959.0,4017.0,7298.0,6144.0,223.0,450.0,3771.0,2540.0,3578.0,1833.0,363.0,295.0,61.0,38.0,26.0,8.0,187.0,425.0,120.0,187.0,238.0,564.0,577.0,20.0,15.0,46.0,38.0,69.0,91.0,82.0,722.0
THA,SEAR,2739.0,3392.0,5538.0,8775.0,8502.0,13151.0,16795.0,24298.0,27691.0,34713.0,47205.0,32156.0,19545.0,42172.0,36092.0,14862.0,29244.0,26709.0,7892.0,17851.0,38659.0,11112.0,5757.0,15122.0,13734.0,3167.0,4074.0,7319.0,10315.0,4519.0,4165.0,3526.0,3588.0,3893.0,7790.0,6071.0,2583.0,3156.0,5197.0,2641.0,,154.0,652.0,1946.0,6035.0,5412.0,,,64.0
TJK,EUR,,,,,,,,,,,,,,,,,6897.0,1241.0,2439.0,5045.0,531.0,56.0,42.0,3882.0,3070.0,177.0,192.0,38.0,927.0,2144.0,4.0,,3.0,2.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,3.0,52.0,654.0,0.0,7.0,,10.0,454.0
TKM,EUR,,,,,,,,,,,,,,,,,2806.0,1346.0,692.0,2486.0,2613.0,393.0,96.0,377.0,1035.0,452.0,113.0,9.0,11.0,1.0,1.0,0.0,48.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
TLS,SEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94.0,41.0,203.0,90.0,0.0,0.0,10.0,50.0,763.0,16.0,4.0,47.0,43.0,2.0,0.0,0.0,22.0,2.0,,8.0
TON,WPR,34.0,0.0,2487.0,84.0,17.0,523.0,2336.0,187.0,19.0,36.0,5.0,412.0,233.0,0.0,0.0,25.0,65.0,18.0,10.0,0.0,,0.0,0.0,1081.0,36.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,659.0,,,
TTO,AMR,219.0,244.0,589.0,1602.0,775.0,394.0,384.0,3601.0,1284.0,2392.0,3556.0,3549.0,2660.0,441.0,388.0,2170.0,511.0,141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUN,EMR,,,,,250.0,351.0,225.0,3007.0,1828.0,1464.0,2481.0,4766.0,3740.0,573.0,288.0,1147.0,547.0,1250.0,11872.0,1413.0,597.0,676.0,533.0,371.0,123.0,101.0,47.0,231.0,98.0,22.0,1.0,15.0,3.0,4.0,2.0,1.0,1.0,11.0,48.0,16.0,15.0,16.0,7.0,5.0,13.0,4669.0,20.0,7.0,11.0
TUR,EUR,12836.0,24347.0,21740.0,16123.0,12517.0,11471.0,8618.0,26547.0,8778.0,31515.0,30666.0,14695.0,2267.0,2194.0,9279.0,19273.0,11372.0,22521.0,24626.0,34285.0,23733.0,13544.0,27171.0,22795.0,27120.0,16329.0,16244.0,30509.0,7823.0,5844.0,8927.0,6200.0,34.0,3.0,0.0,4.0,7.0,111.0,349.0,7405.0,565.0,342.0,9.0,84.0,716.0,2904.0,,,103.0
TUV,WPR,,0.0,1.0,0.0,0.0,94.0,509.0,3.0,20.0,0.0,2.0,0.0,0.0,284.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,51.0,14.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
TZA,AFR,,,33221.0,67756.0,83009.0,66062.0,63100.0,79764.0,102127.0,68804.0,39311.0,46032.0,38229.0,42109.0,14568.0,7033.0,14920.0,27188.0,13040.0,16471.0,3558.0,3160.0,10676.0,7287.0,10023.0,5887.0,14649.0,11847.0,5131.0,1673.0,1419.0,23.0,2362.0,7726.0,3413.0,1574.0,167.0,1622.0,1668.0,185.0,88.0,30.0,33.0,852.0,74.0,120.0,127.0,0.0,612.0
UGA,AFR,3643.0,6802.0,12828.0,26879.0,17877.0,2571.0,13415.0,18630.0,11408.0,43016.0,20072.0,,,,1666.0,660.0,2637.0,,36511.0,,49815.0,42659.0,26198.0,12562.0,42528.0,42737.0,42554.0,48543.0,49871.0,29429.0,141.0,22.0,5736.0,3776.0,1319.0,1601.0,1313.0,3312.0,2027.0,7878.0,314.0,478.0,139.0,1021.0,2627.0,920.0,314.0,606.0,
UKR,EUR,,,,,,,,,,,,,,,,,6841.0,5321.0,13289.0,23452.0,9837.0,1923.0,8678.0,7000.0,5107.0,1389.0,817.0,16970.0,7587.0,411.0,146.0,2392.0,42724.0,1005.0,48.0,,39.0,1333.0,12746.0,,,105.0,102.0,4782.0,53219.0,57282.0,264.0,16.0,11.0
URY,AMR,4456.0,5754.0,1356.0,5178.0,552.0,1226.0,141.0,15465.0,135.0,18.0,352.0,160.0,198.0,1190.0,76.0,20.0,110.0,2040.0,187.0,16.0,0.0,5.0,2.0,2.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
USA,AMR,22094.0,24374.0,41126.0,57345.0,26871.0,13597.0,13506.0,3124.0,1714.0,1497.0,2587.0,2822.0,6282.0,3655.0,3396.0,18193.0,27786.0,9643.0,2231.0,312.0,958.0,309.0,489.0,138.0,100.0,100.0,85.0,116.0,41.0,56.0,37.0,66.0,55.0,43.0,140.0,71.0,63.0,220.0,55.0,187.0,667.0,188.0,85.0,120.0,375.0,,1275.0,14.0,
UZB,EUR,,,,,,,,,,,,,,,,,3943.0,3878.0,2020.0,2354.0,1661.0,294.0,228.0,261.0,875.0,1193.0,80.0,22.0,25.0,85.0,75.0,737.0,823.0,863.0,2.0,0.0,117.0,476.0,,0.0,8.0,22.0,1.0,0.0,22.0,1672.0,4103.0,0.0,7.0
VCT,AMR,1.0,202.0,7.0,,0.0,40.0,257.0,19.0,757.0,63.0,15.0,5.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VEN,AMR,33454.0,34796.0,23268.0,13330.0,18568.0,21691.0,9750.0,31255.0,14200.0,11263.0,11833.0,21974.0,14026.0,19261.0,12339.0,10160.0,9881.0,15273.0,11949.0,20244.0,15364.0,172.0,89.0,27.0,4.0,0.0,22.0,115.0,2392.0,0.0,0.0,0.0,78.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5667.0,548.0,0.0,0.0,
VNM,WPR,26975.0,63896.0,71011.0,122558.0,115034.0,117560.0,86901.0,62400.0,72466.0,125176.0,87796.0,82231.0,68463.0,30460.0,23308.0,22332.0,8175.0,9874.0,11830.0,12015.0,11853.0,6171.0,5156.0,6507.0,11690.0,14134.0,16512.0,12058.0,6755.0,2297.0,217.0,410.0,1978.0,17.0,352.0,6582.0,2809.0,750.0,578.0,1123.0,15033.0,256.0,46.0,227.0,2256.0,14156.0,846.0,162.0,23.0
VUT,WPR,,129.0,24.0,1133.0,378.0,7.0,39.0,45.0,832.0,401.0,1634.0,940.0,1064.0,253.0,140.0,169.0,67.0,541.0,154.0,67.0,27.0,27.0,4.0,113.0,,12.0,9.0,7.0,101.0,165.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,,,0.0,0.0,0.0,0.0,0.0
WSM,WPR,538.0,314.0,1348.0,240.0,1026.0,68.0,376.0,72.0,28.0,7.0,0.0,1095.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,87.0,0.0,8.0,,,,,0.0,0.0,0.0,0.0,,,0.0,8.0,0.0,1.0,,,,,3.0,0.0,5687.0,11.0,3.0,0.0
YEM,EMR,1530.0,2564.0,8814.0,14234.0,7744.0,23335.0,18020.0,21355.0,24482.0,33348.0,39713.0,27997.0,15596.0,17408.0,10424.0,26681.0,,75.0,2420.0,601.0,35.0,225.0,,51.0,8785.0,26126.0,,485.0,890.0,8536.0,12708.0,6285.0,8079.0,13.0,7.0,130.0,510.0,2676.0,2177.0,400.0,815.0,468.0,143.0,433.0,10640.0,1161.0,298.0,4904.0,23941.0
ZAF,AFR,,,,,,4115.0,19193.0,15809.0,12906.0,16735.0,16160.0,17884.0,13459.0,22559.0,15258.0,18268.0,10624.0,4777.0,22745.0,12870.0,6845.0,8845.0,6501.0,1337.0,977.0,385.0,1459.0,1166.0,1043.0,244.0,830.0,615.0,81.0,31.0,39.0,5857.0,12499.0,92.0,32.0,25.0,66.0,17.0,18.0,210.0,71.0,59.0,40.0,21.0,400.0
ZMB,AFR,113643.0,91461.0,128135.0,112021.0,98516.0,95069.0,98659.0,184210.0,73499.0,51140.0,36881.0,51000.0,23866.0,14793.0,12487.0,5747.0,6748.0,2822.0,11006.0,11829.0,14255.0,8533.0,9459.0,7140.0,,23518.0,30930.0,16997.0,25036.0,881.0,35.0,45.0,459.0,535.0,140.0,26.0,15754.0,13234.0,896.0,35.0,9.0,9.0,8.0,13.0,11.0,15.0,237.0,55.0,1755.0
ZWE,AFR,,,6112.0,9026.0,6081.0,8849.0,23650.0,4995.0,4941.0,36253.0,21662.0,22290.0,20388.0,17675.0,49812.0,47509.0,13728.0,24090.0,17346.0,34071.0,37785.0,8529.0,37407.0,12971.0,2049.0,772.0,1483.0,529.0,304.0,998.0,31.0,420.0,212.0,242.0,0.0,853.0,9696.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,282.0,5532.0
